Gjoa Haven,7163844875,3151567967
Orléans,4806831026,6975418659
Fresnes,0778438988,3930072467
Banjar Dauhpura,5550412969,6293958403
Kōfu-shi,6004512567,5562299526
Hankazi,1706883242,4531703065
Jingang,2355139962,6925541899
Hetang,3270651449,4874961134
Fushan,9736858367,0743938399
Santiago,6782196972,6696499563
Kirkuk,0322806577,3397839459
Memphis,3661471708,3730409298
Zagazig,4180002485,5737753050
Krasnyye Chetai,6057513185,5840577537
Itápolis,9380663358,9076680469
Rizal,3701165068,7662358623
Lanckorona,2229910051,4319115848
Vila do Maio,5119854052,9575401654
København,1153886332,8788471314
Talok,5346659471,2530311048
Jingjiang,9266322970,3660643580
Извор,1288569645,5321935653
Pho Duc,1246368080,9464376082
San José de Bocay,0318316927,0691760322
Huambo,6659268391,0950234494
Gävle,3656747857,3059121273
Machala,0484732846,0173987370
Taiba,5992647805,2965306722
Philadelphia,0155210696,6804261860
Fort-de-France,8832627493,8809841611
Tominian,9212870376,9734351966
Onega,7456926530,6214681624
Moroto,0485454521,6895488944
Truskolasy,1544048491,8867546031
El Hermel,3624734083,2609332548
Xiluo,7745351960,5891504111
Kameoka,5298356257,0990112624
Shifan,3359106458,6403909215
Xinsheng,8694771977,5341775228
Calhetas,4518597168,2075572860
Miramichi,0802558577,1986866939
Jiatou,1642071560,7612943042
Rantepang,7619446230,1295100347
Butajīra,8172767935,9638012552
Chalamarca,4460605384,7702669764
Sīrīs,4594460097,7824261719
Hongchun,1243962658,8021945710
Dowlatyār,3425091123,4232954058
Tétouan,7788857017,9729634505
Yuanlin,9999314848,0293421986
Jankomir,8762315897,0925971227
Butiá,6324185079,8343302435
Dambulla,3599138338,8169407206
Södertälje,0152614281,1521758417
Oceanside,9913323363,3318268038
Teno,1076382479,2562924355
Campbellton,3125497981,4366183137
Ningmute,4006312075,6875920905
Fenghuangdong,1124017380,7834422057
Kyzyl-Burun,1615893970,3448667668
Desē,8236684164,6238091568
Thatèng,8806260480,9992301643
Wanzhai,8768726112,5222564819
Currais Novos,9449903204,5636867077
Danao,3702068392,2961032989
Palmital,8319611741,9130111285
Kumanovo,9860702640,8761082600
Grangwav,1662862164,6010031672
Tolkmicko,6130251920,9915057709
Sumuragung,9271644913,2402633670
Pando,7936444599,9685219753
Huarancante,7159781481,2364338980
Bouarouss,7319134403,5403233164
Cilolongokan,8260967782,3539594248
Chengji,3590572868,6853437470
Balidian,8451849350,3975711086
Trzebnica,7232283806,0563377852
São João da Barra,7194986949,8585352442
Valday,5387930323,7333134148
Tai Po,4918776639,9270362647
Mazatenango,3732987329,7467984170
Thomazeau,2294555511,5002913237
Emiliano Zapata,2727404328,2305712634
Nueve de Julio,9478630504,3832471413
Palaió Fáliro,7418877366,7353368357
Dukuhsawah,8273903710,5135335102
Xunzhong,0667871055,3000427155
Kukawa,0050958208,7401095769
Itaocara,7080741025,6747609638
Montpellier,7867494111,0936223502
Liješnica,3065131722,1969484179
Purísima,5710475351,4212980304
Huertas,9487047956,7119892347
Kudymkar,8441254990,8285075192
Świecie nad Osą,0272772372,4163960341
Senta,3381612298,5464910549
Baoping,4305849283,6632936148
Waterloo,3255955564,6861760420
Peruíbe,5351113325,0029104912
Shinyanga,1234721201,6744057189
San Fernando,0800520114,6922683463
Moyuan,0589250353,6224166730
Fort Abbās,5480938347,6359491915
Panalingaan,0953344843,7256864043
Blatnica,8631469998,5229387173
Potrerillos,2371123498,5732895612
Laveiras,2341090508,8246982680
Nanjie,3540846905,6650286397
Zvenigorod,2589097336,8861759580
Rydułtowy,5720580093,5590264588
Sumberan,3845871369,1941353312
Thị Trấn Mù Cang Chải,3694276106,0846704293
Kobylanka,4696466787,0389695300
Wieniawa,1455171921,7745994322
Zhalinghu,2277394386,0667984615
Altamira,2545800031,3777791822
Lions Bay,9053731911,8564114879
Berezna,0709707908,6197697114
Góis,0486667936,9890131870
Příbram,7520666220,5256044532
Chimbote,7780976211,9994474065
Nouméa,7569348885,8731536573
Antsirabe,3992557928,5960466309
Zhonghe,5436287379,6253426257
Nangan,2998967078,3491372925
Shūsh,0702967831,3502632642
Luhyny,2347591444,1993581103
Sidaraja,6912427421,1461744318
Ágios Athanásios,1841200476,4704646440
Sidaurip,0768689937,5270738414
Shuangyang,1228480974,8770465703
Margasana,7546046793,8750023411
Lagoa Santa,0332502902,8342571777
Shuibian,2663756105,8273335496
Srebrenica,4099544265,6534342588
K’ulashi,7100982316,4013199084
Ban Fang,8376677985,4536838872
Tiksi,7047062033,8699074204
Mañazo,9178303230,0448399644
Dek’emhāre,6833256543,0488135028
Chã,3915807036,0749683945
Portumna,6586157684,9420256936
La Falda,6011615376,9812693262
Lgota Wielka,8939979060,9827083244
Tabora,6587354734,3526161917
Strängnäs,9416472395,1599498898
Cachadinha,5127632780,5105161459
Luocun,9885172009,0764232088
Shagonar,0632129735,4341148788
Tangkolo,6434790759,6119310819
Xiayang,6825642189,3841859402
Krasnodon,4340049182,1268712035
Targowisko,2496619545,5071084538
Phong Điền,1104698234,8201100344
Fuwah,4360913893,2093489031
Merdeka,3076250485,9218892142
Bowen Island,1506451888,6009396379
Okpoga,7144062115,5960666502
Veruela,6596975665,4511955875
Gia Nghĩa,4141646679,6810450378
General Luna,3294546335,7725413448
Tân Việt,6517920609,3712901321
Övertorneå,7101053033,2068643987
Dikirnis,6920775093,7633962720
Nanling,8359984522,7245934096
Ārān Bīdgol,0990025136,1180598490
Moste,5662700435,1833968840
Batou,2454304023,7776151351
Zabierzów,1086382528,4170266412
Santa María Chiquimula,0705751511,1912940515
Lordelo,1600861326,4466958483
Hamburg,2079312812,6158007676
Seia,5733433752,6067687534
Salvacion,8430365052,3289728188
Novotroitsk,5357899843,0392595168
Ljubuški,0366615572,2828884155
Utena,3031224647,0153004096
Adelaide Mail Centre,3569050785,3744835669
Amberd,5113868442,3513218974
Imeni Tsyurupy,5580788908,2731729678
Железный порт,1809134692,1558725199
Balai,7051152297,1115080954
Shelopugino,0148417949,6668978835
Rublëvo,4233435186,7608777028
Wonocoyo Utara,0408862351,5000391128
Roslavl’,2316610056,0395272696
Quilpué,3944405005,1396922865
Pajapita,2361004712,0698012585
Chendian,1191980189,7715182095
Mirpur Khas,7885289257,0685714535
Kez,2974613217,2337818586
Sagrada Familia,7196268458,4522697953
Berdyans’k,2936865115,9352141849
Sochaux,5971700537,1724579630
Barbacoas,4645756362,4000425609
Bonao,8340777580,0158176227
Xiaoshan,7013278297,8467293527
Lajeosa do Mondego,9032968580,6302745063
Ghormach,9384309028,6258551521
Washington,3303522383,4756695094
Nowe,2953943862,8237239504
Somita,9317678378,4041671159
Lapi,2821115644,9161869597
Perechyn,6358201956,7932109310
Sámi,7568523411,7568290832
28 de Noviembre,5776296641,9085641551
Palmas,9381430535,2545876933
Opol,8394622801,0927961644
Wuyang,9148426105,9003663718
Raduzhnyy,7369202240,1325808970
Bāgh-e Maīdān,9459347800,6792350389
Langkou,0801795060,7815958222
Qui Nhon,5656316912,2645093795
Myrzakent,8184322186,2048101070
Pilchowice,4030371795,8279990836
Schellenberg,9072717120,4689867755
Platagata,7355817299,8841342153
Bukowina Tatrzańska,8009769932,1019170794
Chadian,5552243498,7257202788
Mỹ Xuyên,6024904606,9544137505
Gunungtua,9589162061,5276227438
Kudara-Somon,9603727555,8101466983
Danyang,3393231278,9453430986
Omaha,6199416600,9743851526
Forquilhinha,2384829785,2039606637
Tuwa,7909483171,6898074113
Haduohe,2589473613,0476126533
Jimeta,9571956252,9710982311
Kesabpur,8652139261,1558978089
Thanh Nê,6375802563,4003884736
Vnukovo,6736169798,2678013596
Nyinqug,2387080793,0190701897
Igreja,8710363793,9270013898
Padangguci,9815089072,9914587437
Cereté,6522726734,1569695717
Mekarsari,1424459192,1382587112
Villa Las Rosas,9057700646,2372364707
Herzliya Pituah,2318804249,3215928302
Lebak,4132492141,3985884803
Bento Gonçalves,5112446838,8088444098
Feondari,7280322611,5710168572
Avignon,7199905734,7178863854
Maoping,9070160056,8160427360
Slatyne,6788981639,5639237740
Armen,6118681414,4491937672
Grugul,9196396121,2601177179
Jugantang,1294039008,8287677262
Baojia,8515575264,5418689355
Itapecerica da Serra,1840130598,3701066973
Jihlava,0991993012,5384413573
Barakani,9711710498,9627529753
Narva,1419565192,6373055183
Qinggis Han,0322568994,7750732977
Nancheng,6816786246,9505982941
Dassun,5867779149,9544125957
Waco,3889518648,2857859414
Byczyna,2545020877,7866016410
Nîmes,4640277903,2464952206
Urukh,3414503077,6552645392
Zhutang,7775089962,0455515786
Luziânia,4988087875,7952807781
Bergem,6738311494,1549607014
La Serena,6102633075,1614784531
Évreux,8050208966,5720855963
Pedregal,7336022804,8941739330
Bella Vista,2690637588,9445971477
Lincoln,5026748384,5564811437
Zhudian,9525775895,1982955104
San Ignacio de Velasco,3073430229,5426552207
Kuryłówka,3948171475,6732951807
Gif-sur-Yvette,5007417823,7729761645
Lions Bay,8176406406,4195232414
Ciudad Bolívar,8311614539,6233943264
Tala,0272818321,5932891394
Sarana,9936627237,1459260074
El Paso,3108786350,2370106409
Nonggunong,4543214927,1870103335
Biao,4426545803,6634510253
Thành Phố Lạng Sơn,8277028946,6945629287
Chengbei,7258988203,3611904112
Tran,1334376204,8785027448
President Roxas,9979458887,3942832933
Herāt,2780363517,7326163235
Puerto Cisnes,7011762566,5568149240
Lokosovo,1669973689,8093375538
Pueblo Nuevo,7464652835,4145955358
Wenchi,0531450899,5993911794
Järfälla,5666266489,2539000207
Kebon,7904549816,7770346711
Forino,5569588248,6605436571
Jhingergācha,5835686641,3220981550
Berlin,8351202398,7586140820
Nunutba,2351748107,3642774563
Beauceville,8391193780,7176083819
Zákynthos,1087207495,2388236002
Bang Ban,9427673737,5148645458
Resplendor,0170301028,8456304050
Venda Nova,3690324807,1891017268
Yaodian,7688073464,6858885943
Babirik,1120533880,8721240213
Balaklava,1297094298,2193329605
Renyi,3899186818,4162841187
Daming,2356387943,0831968397
Qingshuitang,0636835057,7838070325
Buenavista,1911868268,5637931135
Rozhniv,4888134669,4202742044
Stepnogorsk,7610887501,7216106156
Yelizavetino,7219354274,8539890003
Stettler,0043665047,6829037271
Mandepa Barat,8793552173,6570178768
Yushang,3189462003,8010998567
Morris,7006701333,3699103285
Dasht-e Lati,1297345231,2490188429
Quanling,3316701575,3017354806
Jiaokou,8510241503,1297870182
Pataha,5437056729,0796952949
Hamonggolele,0018095941,2701888719
Hebian,3631949995,3523159148
Pásion,5270627701,3944191552
Guilhabreu,3380140643,0920208525
Īz̄eh,7959246556,3467391648
Dengzishan,0375452923,2711155331
Nashtā Rūd,5616429058,9078615109
Tōgane,8022054453,7745616840
Wichita,6647600450,7915157965
Bangekdewa,6372763753,9389920280
Dyurtyuli,6544387487,1504695763
Paraguaçu Paulista,6578677291,9742580162
Phichit,7959368171,4870830841
Lübeck,3779195755,8988034341
Jastrzębia,3840407001,2474174567
Montongtebolak,2482103274,2471821723
Sahavato,0880519126,7501486964
Zherdevka,0816487987,6049594287
Punta Hermosa,6644848222,5969739901
Sidomekar,1829414097,2627035290
Kolbano,6908437868,4232106936
Onueke,7346741242,1769170006
Hŭkkyo-ri,4179561379,0864307780
Ruoqiang,9131072062,6614194984
Wangren,4824608902,6912917313
Bayan Gol,6948440665,8083145467
San Jose,4232005390,1203586566
Przecław,6606913225,2324453401
Zhutian,9163960524,0021284431
Benzilan,2007507404,6395530526
Sirnasari,3397764076,3324277612
Donghe,0377703575,0520363930
Xinkaikou,2756041068,4814096186
Retreat,2604995840,6299837276
Xiaosong,5099691226,9324122762
Karangkancana,4030272592,8009806056
Piskivka,5680846802,0265092671
Antofagasta,6334080946,1133937837
Necoclí,7060163220,5071992957
Jasienica Rosielna,3339296618,9201477287
Avallon,2061426700,5357065683
Zhamog,5120908799,4019994668
Pedra Furada,4876336210,5174307149
Nikolayevka,3445774862,3610294221
Divjakë,4816232966,3576081542
Muktāgācha,2541173822,5917800944
Bayantal,5877579037,1554118549
Tetebatu,7631208735,3932703855
Toledo,3567233084,0157957462
La Colorada,3052991345,4764304279
Loei,6578773975,2182666060
Novi Itebej,0480403880,8323223777
Dzoraghbyur,9049351913,4847070739
Junqueiro,0126567301,6146414611
Ketanen,4026321827,0998579599
Halayhay,0877146705,8330989194
Leuwipicung,8836667562,1623550319
Baugo,8986029138,3302671636
Bastan,5010823055,8029243243
Huayuan,7493830371,9973260538
Yangzhuang,6926811067,4513266937
Kaavi,9006666831,3089576538
Nogent-sur-Marne,0804439834,0920562477
Qiling,6034944724,8980929927
Mazańcowice,6652103656,1161650741
Kherson,6792836214,6156369953
Joliette,7525521328,1507584792
Mishixiang,1219668680,0948383240
Luozhou,8584933042,5494748952
Kara Suu,0304937444,6376534481
Galván,3495954082,4303457345
Bačka Palanka,3218818192,6583027038
Leudelange,0132274337,0281608679
Mosopa,2966527528,7928125145
Jinglou,4253275702,6996888158
Bolo,0743897625,6734705692
Mapinrea,0328318469,6444090040
General Enrique Godoy,4707460240,8661747015
El Zapotal del Norte,9458040418,1666106003
Gorbunki,8177369350,6567915714
Junaynat Raslān,9343924860,5234967654
Vila Chã do Monte,2656935075,1152335154
Efkarpía,6463180653,2600106219
Tacoma,7764690287,6183956325
Harian,2714126138,3795897572
Toride,8002621085,3399185340
Wanfa,8634385787,9133143080
Zhangjiayuan,4157181921,8093620907
Pau,5119061990,8239137733
Carpentras,6421710336,9815164112
Wolofeo,7502629769,6306478191
Xiayang,0857823000,8627380155
Nashville,4024846892,6483095279
Ust-Maya,2750803624,0360769926
Huaqiao,1475371896,1894721969
Palaió Fáliro,3151582923,0651630118
Krajan Caluk,2979973955,9287468230
Dom Pedro,7342186279,2267465671
Ituiutaba,7269465479,5097553039
Zliv,2933601567,5307607938
Krapina,5325980297,5758640190
Meiqi,3127912455,0755939336
Nong Bua Lamphu,5151205153,4347033370
Geser,1416505784,0734484798
Jukui,0350730482,6557307495
Bucu Kidul,1774477823,8496103145
Belyy Gorodok,9666147920,9312615106
Juarez,6224406243,1098259270
Lyuban’,7125911420,3498868225
Všemina,1428062017,6835704985
Ipoh,1717511465,4450369076
Mernek,8800608167,0257493255
Pinellas Park,9534147052,1077311079
Canjulao,8471716925,9149067222
Dahuaishu,9933897659,1228870888
Baraya,6522498022,3981210417
Buriti Bravo,6466944379,1206650443
Wuxing,5137148032,9283673476
Sintansin,2450019618,0341306630
Cañas,0900813253,3252315300
Limoges,7686178358,3874322971
Randusari,8147049218,2612420924
Kuliyapitiya,3179269065,3499304678
Sävedalen,8398639199,5739825210
Pincher Creek,7230190088,4809724417
Liboran,1013486595,1447010647
San Nicolás,0531993469,7682663081
Saransk,6845670358,6511558339
Caraguatatuba,9170204233,3010930046
